query_name,chembl_id,smiles,inchi_key,molecule_type,status
Meclizine hydrochloride,CHEMBL3989555,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1.Cl.Cl.O,KDLHYOMCWBWLMM-UHFFFAOYSA-N,Small molecule,ok
Meclofenamate sodium,CHEMBL1562610,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl.O.[Na+],QHJLLDJTVQAFAN-UHFFFAOYSA-M,Small molecule,ok
Medroxyprogesterone acetate,CHEMBL717,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,PSGAAPLEWMOORI-PEINSRQWSA-N,Small molecule,ok
Mefenamic acid,CHEMBL686,Cc1cccc(Nc2ccccc2C(=O)O)c1C,HYYBABOKPJLUIN-UHFFFAOYSA-N,Small molecule,ok
Mefloquine hydrochloride,CHEMBL535650,Cl.OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,WESWYMRNZNDGBX-UHFFFAOYSA-N,Small molecule,ok
Megestrol acetate,CHEMBL1201139,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,RQZAXGRLVPAYTJ-GQFGMJRRSA-N,Small molecule,ok
Meloxicam,CHEMBL599,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,Small molecule,ok
Melphalan,CHEMBL852,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,SGDBTWWWUNNDEQ-LBPRGKRZSA-N,Small molecule,ok
Memantine hydrochloride,CHEMBL1699,CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl,LDDHMLJTFXJGPI-UHFFFAOYSA-N,Small molecule,ok
Mepazine,CHEMBL395110,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,CBHCDHNUZWWAPP-UHFFFAOYSA-N,Small molecule,ok
Mepenzolate bromide,CHEMBL1724,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-],JRRNZNSGDSFFIR-UHFFFAOYSA-M,Small molecule,ok
Meperidine hydrochloride,CHEMBL1701,CCOC(=O)C1(c2ccccc2)CCN(C)CC1.Cl,WCNLCIJMFAJCPX-UHFFFAOYSA-N,Small molecule,ok
Mephenytoin,CHEMBL861,CCC1(c2ccccc2)NC(=O)N(C)C1=O,GMHKMTDVRCWUDX-UHFFFAOYSA-N,Small molecule,ok
Mepivacaine hydrochloride,CHEMBL1200440,Cc1cccc(C)c1NC(=O)C1CCCCN1C.Cl,RETIMRUQNCDCQB-UHFFFAOYSA-N,Small molecule,ok
Meprobamate,CHEMBL979,CCCC(C)(COC(N)=O)COC(N)=O,NPPQSCRMBWNHMW-UHFFFAOYSA-N,Small molecule,ok
Mercaptopurine,CHEMBL1200751,O.S=c1[nH]cnc2nc[nH]c12,WFFQYWAAEWLHJC-UHFFFAOYSA-N,Small molecule,ok
Meropenem,CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,DMJNNHOOLUXYBV-PQTSNVLCSA-N,Small molecule,ok
Mesalamine,CHEMBL704,Nc1ccc(O)c(C(=O)O)c1,KBOPZPXVLCULAV-UHFFFAOYSA-N,Small molecule,ok
Mesna,CHEMBL975,O=S(=O)([O-])CCS.[Na+],XOGTZOOQQBDUSI-UHFFFAOYSA-M,Small molecule,ok
Mesoridazine besylate,CHEMBL1201052,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21.O=S(=O)(O)c1ccccc1,CRJHBCPQHRVYBS-UHFFFAOYSA-N,Small molecule,ok
Metaproterenol sulfate,CHEMBL1568057,CC(C)NCC(O)c1cc(O)cc(O)c1.CC(C)NCC(O)c1cc(O)cc(O)c1.O=S(=O)(O)O,MKFFGUZYVNDHIH-UHFFFAOYSA-N,Small molecule,ok
Metaxalone,CHEMBL1079604,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,IMWZZHHPURKASS-UHFFFAOYSA-N,Small molecule,ok
Metformin hydrochloride,CHEMBL1703,CN(C)C(=N)NC(=N)N.Cl,OETHQSJEHLVLGH-UHFFFAOYSA-N,Small molecule,ok
Methadone hydrochloride,CHEMBL1200825,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1.Cl,FJQXCDYVZAHXNS-UHFFFAOYSA-N,Small molecule,ok
Methamphetamine hydrochloride,CHEMBL1200952,CN[C@@H](C)Cc1ccccc1.Cl,TWXDDNPPQUTEOV-FVGYRXGTSA-N,Small molecule,ok
Methazolamide,CHEMBL19,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,FLOSMHQXBMRNHR-QPJJXVBHSA-N,Small molecule,ok
Methenamine hippurate,CHEMBL1201104,C1N2CN3CN1CN(C2)C3.O=C(O)CNC(=O)c1ccccc1,ROAIXOJGRFKICW-UHFFFAOYSA-N,Small molecule,ok
Methimazole,CHEMBL1515,Cn1ccnc1S,PMRYVIKBURPHAH-UHFFFAOYSA-N,Small molecule,ok
Methionine,CHEMBL42336,CSCC[C@H](N)C(=O)O,FFEARJCKVFRZRR-BYPYZUCNSA-N,Small molecule,ok
Methocarbamol,CHEMBL1201117,COc1ccccc1OCC(O)COC(N)=O,GNXFOGHNGIVQEH-UHFFFAOYSA-N,Small molecule,ok
Methohexital sodium,CHEMBL30219,C=CCC1(C(C)C#CCC)C(=O)N=C([O-])N(C)C1=O.[Na+],KDXZREBVGAGZHS-UHFFFAOYSA-M,Small molecule,ok
Methotrexate sodium,CHEMBL3244648,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1.[Na+].[Na+],DASQOOZCTWOQPA-GXKRWWSZSA-L,Small molecule,ok
Methoxsalen,CHEMBL416,COc1c2occc2cc2ccc(=O)oc12,QXKHYNVANLEOEG-UHFFFAOYSA-N,Small molecule,ok
Methscopolamine bromide,CHEMBL1354199,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-],CXYRUNPLKGGUJF-RAFJPFSSSA-M,Small molecule,ok
Methsuximide,CHEMBL697,CN1C(=O)CC(C)(c2ccccc2)C1=O,AJXPJJZHWIXJCJ-UHFFFAOYSA-N,Small molecule,ok
Methyclothiazide,CHEMBL1577,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,CESYKOGBSMNBPD-UHFFFAOYSA-N,Small molecule,ok
Methyldopa,CHEMBL459,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,CJCSPKMFHVPWAR-JTQLQIEISA-N,Small molecule,ok
Methylergonovine maleate,CHEMBL1200843,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O,NOFOWWRHEPHDCY-DAUURJMHSA-N,Small molecule,ok
Methylnaltrexone bromide,CHEMBL1201770,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.[Br-],IFGIYSGOEZJNBE-KNLJMPJLSA-N,Small molecule,ok
Methylphenidate hydrochloride,CHEMBL1722,COC(=O)C(c1ccccc1)C1CCCCN1.Cl,JUMYIBMBTDDLNG-UHFFFAOYSA-N,Small molecule,ok
Methylprednisolone,CHEMBL650,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,VHRSUDSXCMQTMA-PJHHCJLFSA-N,Small molecule,ok
Methyltestosterone,CHEMBL1395,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,GCKMFJBGXUYNAG-HLXURNFRSA-N,Small molecule,ok
Methysergide maleate,CHEMBL1200938,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O,LWYXFDXUMVEZKS-ZVFOLQIPSA-N,Small molecule,ok
Metoclopramide hydrochloride,CHEMBL1200940,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.Cl.O,KJBLQGHJOCAOJP-UHFFFAOYSA-N,Small molecule,ok
Metolazone,CHEMBL878,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,AQCHWTWZEMGIFD-UHFFFAOYSA-N,Small molecule,ok
Metoprolol succinate,CHEMBL2356097,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O,RGHAZVBIOOEVQX-UHFFFAOYSA-N,Small molecule,ok
Metoprolol tartrate,CHEMBL2062335,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O,YGULWPYYGQCFMP-UHFFFAOYSA-N,Small molecule,ok
Metronidazole,CHEMBL137,Cc1ncc([N+](=O)[O-])n1CCO,VAOCPAMSLUNLGC-UHFFFAOYSA-N,Small molecule,ok
Metyrapone,CHEMBL934,CC(C)(C(=O)c1cccnc1)c1cccnc1,FJLBFSROUSIWMA-UHFFFAOYSA-N,Small molecule,ok
Metyrosine,CHEMBL1200862,C[C@](N)(Cc1ccc(O)cc1)C(=O)O,NHTGHBARYWONDQ-JTQLQIEISA-N,Small molecule,ok
Mexiletine hydrochloride,CHEMBL1200606,Cc1cccc(C)c1OCC(C)N.Cl,NFEIBWMZVIVJLQ-UHFFFAOYSA-N,Small molecule,ok
Micafungin sodium,CHEMBL1237070,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)[O-])c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1.[Na+],KOOAFHGJVIVFMZ-WZPXRXMFSA-M,Small molecule,ok
Midazolam hydrochloride,CHEMBL1200420,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2.Cl,PLYSCVSCYOQVRP-UHFFFAOYSA-N,Small molecule,ok
Midodrine hydrochloride,CHEMBL1200461,COc1ccc(OC)c(C(O)CNC(=O)CN)c1.Cl,MGCQZNBCJBRZDT-UHFFFAOYSA-N,Small molecule,ok
Midostaurin,CHEMBL608533,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,BMGQWWVMWDBQGC-IIFHNQTCSA-N,Small molecule,ok
Mifepristone,CHEMBL1276308,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,VKHAHZOOUSRJNA-GCNJZUOMSA-N,Small molecule,ok
Migalastat hydrochloride,CHEMBL2107355,Cl.OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,ZJIHMALTJRDNQI-OLALXQGDSA-N,Small molecule,ok
Miglitol,CHEMBL1561,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,IBAQFPQHRJAVAV-ULAWRXDQSA-N,Small molecule,ok
Miglustat,CHEMBL1029,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,UQRORFVVSGFNRO-UTINFBMNSA-N,Small molecule,ok
Milnacipran hydrochloride,CHEMBL4297064,CCN(CC)C(=O)C1(c2ccccc2)CC1CN.Cl,XNCDYJFPRPDERF-UHFFFAOYSA-N,Small molecule,ok
Milrinone lactate,CHEMBL1200977,CC(O)C(=O)O.Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,VWUPWEAFIOQCGF-UHFFFAOYSA-N,Small molecule,ok
Miltefosine,CHEMBL125,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,PQLXHQMOHUQAKB-UHFFFAOYSA-N,Small molecule,ok
Minocycline hydrochloride,CHEMBL1200881,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl,GLMUAFMGXXHGLU-VQAITOIOSA-N,Small molecule,ok
Minoxidil,CHEMBL802,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],ZFMITUMMTDLWHR-UHFFFAOYSA-N,Small molecule,ok
Mirabegron,CHEMBL2095212,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,PBAPPPCECJKMCM-IBGZPJMESA-N,Small molecule,ok
Mirtazapine,CHEMBL654,CN1CCN2c3ncccc3Cc3ccccc3C2C1,RONZAEMNMFQXRA-UHFFFAOYSA-N,Small molecule,ok
Misoprostol,CHEMBL606,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,OJLOPKGSLYJEMD-URPKTTJQSA-N,Small molecule,ok
Mitomycin,CHEMBL105,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,NWIBSHFKIJFRCO-WUDYKRTCSA-N,Small molecule,ok
Mitotane,CHEMBL1670,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,JWBOIMRXGHLCPP-UHFFFAOYSA-N,Small molecule,ok
Mitoxantrone hydrochloride,CHEMBL1417019,Cl.Cl.O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,ZAHQPTJLOCWVPG-UHFFFAOYSA-N,Small molecule,ok
Mivacurium chloride,CHEMBL984,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2.[Cl-].[Cl-],WMSYWJSZGVOIJW-ONUALHDOSA-L,Small molecule,ok
Mobocertinib succinate,CHEMBL4802239,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C.O=C(O)CCC(=O)O,YXYAEUMTJQGKHS-UHFFFAOYSA-N,Small molecule,ok
Modafinil,CHEMBL1373,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,YFGHCGITMMYXAQ-UHFFFAOYSA-N,Small molecule,ok
Moexipril hydrochloride,CHEMBL1200534,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O.Cl,JXRAXHBVZQZSIC-JKVLGAQCSA-N,Small molecule,ok
Monomethyl fumarate,CHEMBL589586,COC(=O)/C=C/C(=O)O,NKHAVTQWNUWKEO-NSCUHMNNSA-N,Small molecule,ok
Montelukast sodium,CHEMBL1200681,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1.[Na+],LBFBRXGCXUHRJY-HKHDRNBDSA-M,Small molecule,ok
Moricizine hydrochloride,CHEMBL1200334,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2.Cl,GAQAKFHSULJNAK-UHFFFAOYSA-N,Small molecule,ok
Morphine sulfate,CHEMBL2103744,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.O.O.O.O.O.O=S(=O)(O)O,GRVOTVYEFDAHCL-RTSZDRIGSA-N,Small molecule,ok
Moxidectin,CHEMBL2104415,CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,YZBLFMPOMVTDJY-LSGXYNIPSA-N,Small molecule,ok
Moxifloxacin hydrochloride,CHEMBL1200735,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12.Cl,IDIIJJHBXUESQI-DFIJPDEKSA-N,Small molecule,ok
Moxisylyte,CHEMBL159226,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,VRYMTAVOXVTQEF-UHFFFAOYSA-N,Small molecule,ok
Muromonab-cd3,CHEMBL1201608,,,Unknown,non_small_or_no_smiles
Mycophenolate mofetil,CHEMBL1456,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,RTGDFNSFWBGLEC-SYZQJQIISA-N,Small molecule,ok
Mycophenolic sodium,CHEMBL3098180,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)C(=O)OC2,RRVOWGQBRXOMMA-CLBWUQBCSA-N,Small molecule,ok
Nabilone,CHEMBL2218896,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,GECBBEABIDMGGL-UHFFFAOYSA-N,Small molecule,ok
Nabumetone,CHEMBL1070,COc1ccc2cc(CCC(C)=O)ccc2c1,BLXXJMDCKKHMKV-UHFFFAOYSA-N,Small molecule,ok
Nadolol,CHEMBL521606,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,VWPOSFSPZNDTMJ-UHFFFAOYSA-N,Small molecule,ok
Nafcillin sodium,CHEMBL1568276,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],OCXSDHJRMYFTMA-KMFBOIRUSA-M,Small molecule,ok
Nalbuphine hydrochloride,CHEMBL1201132,Cl.Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,YZLZPSJXMWGIFH-BCXQGASESA-N,Small molecule,ok
Naldemedine tosylate,CHEMBL3039508,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1.Cc1ccc(S(=O)(=O)O)cc1,WCYDLROFMZJJLE-RTMHEQJQSA-N,Small molecule,ok
Nalidixic acid,CHEMBL5,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,Small molecule,ok
Nalmefene hydrochloride,CHEMBL1201152,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5.Cl,GYWMRGWFQPSQLK-OPHZJPRHSA-N,Small molecule,ok
Naloxegol oxalate,CHEMBL2219416,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5.O=C(O)C(=O)O,MNYIRXLCPODKLG-VUTNLTPYSA-N,Small molecule,ok
Naloxone hydrochloride,CHEMBL1718,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl,RGPDIGOSVORSAK-STHHAXOLSA-N,Small molecule,ok
Naltrexone hydrochloride,CHEMBL1201149,Cl.O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,RHBRMCOKKKZVRY-ITLPAZOVSA-N,Small molecule,ok
Nandrolone phenpropionate,CHEMBL1200412,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,UBWXUGDQUBIEIZ-QNTYDACNSA-N,Small molecule,ok
Naproxen,CHEMBL154,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,CMWTZPSULFXXJA-VIFPVBQESA-N,Small molecule,ok
Naratriptan hydrochloride,CHEMBL1200601,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1.Cl,AWEZYKMQFAUBTD-UHFFFAOYSA-N,Small molecule,ok
Natalizumab,CHEMBL1201607,,,Antibody,non_small_or_no_smiles
Nateglinide,CHEMBL783,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,OELFLUMRDSZNSF-BRWVUGGUSA-N,Small molecule,ok
Nebivolol hydrochloride,CHEMBL1201731,Cl.OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,JWEXHQAEWHKGCW-UHFFFAOYSA-N,Small molecule,ok
Nefazodone hydrochloride,CHEMBL1200492,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl,DYCKFEBIOUQECE-UHFFFAOYSA-N,Small molecule,ok
Nelarabine,CHEMBL1201112,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,IXOXBSCIXZEQEQ-UHTZMRCNSA-N,Small molecule,ok
Nelfinavir mesylate,CHEMBL1205,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,NQHXCOAXSHGTIA-SKXNDZRYSA-N,Small molecule,ok
Neomycin sulfate,CHEMBL3989769,,,Unknown,non_small_or_no_smiles
Neratinib maleate,CHEMBL3989921,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C.O=C(O)/C=C\C(=O)O,VXZCUHNJXSIJIM-MEBGWEOYSA-N,Small molecule,ok
Nesiritide,CHEMBL1201668,,,Protein,non_small_or_no_smiles
Nevirapine,CHEMBL57,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,NQDJXKOVJZTUJA-UHFFFAOYSA-N,Small molecule,ok
Niacin,CHEMBL573,O=C(O)c1cccnc1,PVNIIMVLHYAWGP-UHFFFAOYSA-N,Small molecule,ok
Nialamide,CHEMBL1256841,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,NOIIUHRQUVNIDD-UHFFFAOYSA-N,Small molecule,ok
Nicardipine hydrochloride,CHEMBL1200326,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl,AIKVCUNQWYTVTO-UHFFFAOYSA-N,Small molecule,ok
Nifedipine,CHEMBL193,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],HYIMSNHJOBLJNT-UHFFFAOYSA-N,Small molecule,ok
Nifurtimox,CHEMBL290960,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,ARFHIAQFJWUCFH-IZZDOVSWSA-N,Small molecule,ok
Nilotinib hydrochloride,CHEMBL1201740,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1.Cl.O,YCBPQSYLYYBPDW-UHFFFAOYSA-N,Small molecule,ok
Nilutamide,CHEMBL1274,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,XWXYUMMDTVBTOU-UHFFFAOYSA-N,Small molecule,ok
Nimesulide,CHEMBL56367,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,Small molecule,ok
Nimodipine,CHEMBL1428,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,Small molecule,ok
Nintedanib esylate,CHEMBL3039504,CCS(=O)(=O)O.COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,MMMVNAGRWOJNMW-FJBFXRHMSA-N,Small molecule,ok
Niperotidine,CHEMBL1909284,CN(C)Cc1ccc(CSCCN/C(=C\[N+](=O)[O-])NCc2ccc3c(c2)OCO3)o1,HXRSXEDVVARPHP-UDWIEESQSA-N,Small molecule,ok
Niraparib tosylate,CHEMBL3989922,Cc1ccc(S(=O)(=O)O)cc1.NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12.O,ACNPUCQQZDAPJH-FMOMHUKBSA-N,Small molecule,ok
Nisoldipine,CHEMBL1726,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],VKQFCGNPDRICFG-UHFFFAOYSA-N,Small molecule,ok
Nitazoxanide,CHEMBL1401,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,YQNQNVDNTFHQSW-UHFFFAOYSA-N,Small molecule,ok
Nitisinone,CHEMBL1337,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],OUBCNLGXQFSTLU-UHFFFAOYSA-N,Small molecule,ok
Nitrefazole,CHEMBL1909285,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,NMTBSNPBIGRZBL-UHFFFAOYSA-N,Small molecule,ok
Nitrofurantoin,CHEMBL572,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,NXFQHRVNIOXGAQ-YCRREMRBSA-N,Small molecule,ok
Nitroglycerin,CHEMBL730,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],SNIOPGDIGTZGOP-UHFFFAOYSA-N,Small molecule,ok
Nizatidine,CHEMBL3183075,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,SGXXNSQHWDMGGP-UHFFFAOYSA-N,Small molecule,ok
Nomifensine,CHEMBL273575,CN1Cc2c(N)cccc2C(c2ccccc2)C1,XXPANQJNYNUNES-UHFFFAOYSA-N,Small molecule,ok
Norepinephrine bitartrate,CHEMBL1434513,NC[C@H](O)c1ccc(O)c(O)c1.O.O=C(O)C(O)C(O)C(=O)O,LNBCGLZYLJMGKP-JZGIKJSDSA-N,Small molecule,ok
Norethindrone,CHEMBL1162,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,VIKNJXKGJWUCNN-XGXHKTLJSA-N,Small molecule,ok
Norethindrone acetate,CHEMBL1201146,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,IMONTRJLAWHYGT-ZCPXKWAGSA-N,Small molecule,ok
Norfloxacin,CHEMBL9,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,OGJPXUAPXNRGGI-UHFFFAOYSA-N,Small molecule,ok
